NEW YORK (Reuters) - U.S. President Donald Trump singled out Amazon.com Inc AMZN.O for criticism on Thursday after a roughly year-long hiatus from using his Twitter account to attack or praise individual companies.The share prices of most of those companies immediately moved sharply up or down, depending on the content of Trump’s comment, but the impact is generally short-lived.Following is a list of companies or industries targeted in Trump’s tweets, starting with the most recent:AMAZON.COM INC AMZN.OTrump tweeted on Thursday that Amazon pays “little or no taxes to state and local governments,�� takes advantage of the U.S. Postal Service has put many retailers out of business.After falling as much as 4.6 percent early in the session, shares closed up 1.1 percent at $1,447.34 versus a 1.4 percent gain in the S&amp;P 500.Trump sent a tweet on March 7, 2017 before the market opened that he was “working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!”Pfizer Inc PFE.N shares are up 3.3 percent since then, Merck &amp; Co Inc MRK.N is down 18.1 percent, Amgen Inc AMGN.O is down 5 percent and Gilead Sciences Inc GILD.O is up 7.5 percent.EXXON MOBIL CORP XOM.NTrump congratulated the oil company in a tweet after the closing bell on March 5, 2017 for an investment program that would create ��45,000 construction &amp; manufacturing jobs in the U.S. Gulf Coast region.�� Shares of the Dow component are down 9.5 percent since.FIAT CHRYSLER AUTOMOBILES NV FCAU.NFCHA.MITrump applauded the company on Twitter on Jan. 9, 2017 for plans to invest in Michigan and Ohio plants. Its U.S.-listed shares have jumped nearly 95 percent since the tweet.TOYOTA MOTOR CORP TM.N7203.TTrump, who campaigned on promises to keep manufacturing in the United States, tweeted on Jan. 5, 2017 that he would impose a fee if the Japanese automaker built its Corolla models for the U.S. market in Mexico. Toyota’s U.S.-listed shares are up 8.2 percent since.GENERAL MOTORS CO GM.NTrump on Jan. 3, 2017 threatened a “big border tax�� on GM for making its Chevy Cruze model in Mexico. GM shares fell briefly in premarket trade following the tweets and recovered to finish the trading session up 0.9 percent. Shares of the automaker are up 3.4 percent since.LOCKHEED MARTIN CORP LMT.NTrump tweeted on Dec. 12, 2016 that the U.S. defense company’s F-35 fighter jet program was “out of control.�� Lockheed Martin shares fell 2.5 percent on the day of the tweet but are up 1.9 percent through Thursday’s close.BOEING CO BA.NIn a Dec. 6, 2016 tweet, Trump criticized costs of the Air Force One plane manufactured by the company. Shares of the Dow component have surged 115.4 percent since that time.UNITED TECHNOLOGIES CORP UTX.NTrump tweeted on Nov. 24, 2016 about working on a deal with the Dow component to keep jobs at its Carrier unit in Indiana. The stock has risen 7.6 percent since.FORD MOTOR CO F.N.Shares are down 5.6 percent since Trump tweeted late on Nov. 17, 2016 that the company would keep jobs in Kentucky.	3.467888459
DETROIT (Reuters) - Fiat Chrysler Automobiles FCHA.MIFCAU.N said on Thursday it will shift production of Ram heavy-duty pickup trucks from Mexico to Michigan in 2020, a move that lowers the risk to the automaker's profit should President Donald Trump pull the United States out of the North American Free Trade Agreement.Fiat Chrysler said it would create 2,500 jobs at a factory in Warren, Michigan, near Detroit and invest $1 billion in the facility. The Mexican plant will be “repurposed to produce future commercial vehicles�� for sale global markets. Mexico has free trade agreements with numerous countries.Fiat Chrysler Chief Executive Sergio Marchionne a year ago raised the possibility that the automaker would move production of its heavy-duty pickups to the United States, saying U.S. tax and trade policy would influence the decision.If the United States exits NAFTA, it could mean that automakers would pay a 25 percent duty on pickup trucks assembled in Mexico and shipped to the United States. About 90 percent of the Ram heavy-duty pickups made at Fiat Chrysler’s Saltillo plant in Mexico are sold in the United States or Canada, company officials said.Negotiators for the United States, Mexico and Canada are scheduled to meet later this month for another round of talks on revising NAFTA. Canadian government officials earlier this week said they are convinced that Trump intends to announce his intention to quit the agreement.Trump has threatened to force the rollback of NAFTA, which enables the free flow of goods made in the United States, Canada and Mexico across the borders of those countries. He also has criticized automakers for moving jobs and investment in new manufacturing facilities to Mexico and prodded them to add more auto production in the United States.On Wednesday, Toyota Motor Corp and Mazda Motor Corp announced they would build a new $1.6 billion joint venture auto assembly plant in Alabama, drawing praise from Trump.Vice President Mike Pence praised Fiat Chrysler’s announcement. “Manufacturing is back. Great announcement. Proof that this admin’s AMERICA FIRST policies are WORKING!�� Pence said in a Twitter posting.Chrysler raised its output in Mexico by 39 percent in 2017 to 639,000 vehicles, according to Mexican government data. That made Fiat Chrysler the third-largest producer of vehicles in Mexico in 2017, after Nissan Motor Co 7201.T and General Motors Co GM.N. The United States and Canada are the principal markets for full-size heavy-duty pickup trucks, most of which are produced in the United States by FCA, GM, Ford Motor Co F.N, Toyota Motor Corp 7203.T and Nissan Motor Co 7201.T.Miguel Ceballos, FCA spokesman for Mexico, said the company in 2018 and 2019 expects more growth in Mexico, and the moment it stops producing the Ram Heavy Duty pickups it will start to produce the new commercial vehicle, “which still does not have a name,�� Ceballos said.“It is going to be for global distribution, at the moment the Ram is only distributed at the level of NAFTA,�� he said.Ceballos said there was no current plan to either reduce or grow the workforce in Mexico.GM has been readying a plant in Silao, Mexico, to build a new generation of large pickup trucks.FCA on Thursday said it also would make a special bonus payment of $2,000 to about 60,000 FCA hourly and salaried employees in the United States totaling about $120 million. Typically, U.S. automakers only pay bonuses to hourly workers as part of collective bargaining agreements.	1.137026239
(Reuters) - Superstorm Sandy may consign as many as a quarter of a million new and used cars and trucks to the scrap heap, a loss that could eventually lead to a spike in new auto sales, automakers and dealers said.So far, automakers have reported that some 16,000 brand new vehicles will have to be scrapped due to the killer storm that flooded coastal areas in New Jersey and New York. Many of them were stored at the port of Newark when Sandy hit.That figure may grow once the two biggest automakers by U.S. sales, General Motors Co and Ford Motor Co, announce how many vehicles they lost due to Sandy. By Wednesday, nine days after Sandy made landfall in New Jersey, neither GM nor Ford gave estimates of vehicles that are a total loss.Sandy, one of the largest storms to strike the United States, left more than 8 million homes and businesses in the Northeast without electricity. All but a handful of New Jersey and New York auto dealerships were back in operation by Wednesday, some operating on generator power.At least 121 people were killed in the storm’s rampage through the Northeast, including 80 in New York and New Jersey.Some consumers with damaged vehicles may need to replace them with a new car, which automakers have said will boost sales eventually, said Mark Schienberg, president of the Greater New York Automobile Dealers Association.But, Schienberg added, because of the distress caused by Sandy’s wrath, “Right now, I don’t think car sales are on the top of everybody’s mind.”Last Thursday, Toyota Motor Corp, No. 3 in U.S. auto sales, said that 30,000 of October industry sales were lost due to less customer traffic or delayed purchases by consumers.Each of the major automakers said they expected those sales to be recovered later in November or in December.Six of the leading eight automakers in terms of U.S. sales said on Wednesday that at least 16,000 new vehicles were damaged, and the lion’s share of those will have to be scrapped.Counting cars in consumer hands increases the total loss estimated to at least 266,000 vehicles.“We believe that between 100,000 and 250,000 vehicles currently in operation could be removed from used vehicle supply once all is said and done,�� said Laurence E. Dixon III, senior analyst with the National Automobile Dealers Association.That compares with the 325,000 cars flooded during Hurricane Katrina, according to the National Insurance Crime Bureau.All major automakers are offering some form of financial relief, allowing owners to defer payments for up to three months for customers in areas hardest hit until the end of the year.Nissan Motor Co will offer employee pricing and discounted financing for Nissan and Infiniti vehicles in areas hit by Sandy through January 2. Nissan has 225 dealerships in the affected areas.GM, Ford and Chrysler are each offering $500 cash toward the purchase or lease of a new vehicle for those who lost one from the same automaker because of the storm.Hyundai, which lost 400 new vehicles to the storm, will cut the cost of a new replacement vehicle by $750. Toyota also announced on Wednesday that it would delay monthly payments for three months to people in affected areas who need to buy or lease a new vehicle because they lost a Toyota or Lexus in the storm.Honda Motor Co sent out 500,000 emails to its customers in the storm-hit region, and will handle deferred payments and lease extensions on a case-by-case basis, said Chris Martin, company spokesman.Nissan will have to scrap 6,000 new cars and trucks, the most of any automaker, according to Travis Parman, Nissan spokesman.Toyota is next with at least 4,825 vehicles damaged, most of which will have to be scrapped, said Jana Hartline, Toyota spokeswoman in California.Several carmakers lost vehicles stored at the port of Newark in New Jersey, including Toyota, which had about 4,000 new vehicles stored there.Green car startup Fisker Automotive said it lost more than $33 million worth of luxury Karma plug-in hybrids, 330 sedans priced at more than $100,000, at Newark.Auto dealers and the automakers in less densely populated areas of the country are able to store cars and trucks on their own lots. But in the New York-New Jersey area, space is at a premium, so a high number of vehicles are stored at the port rather than being shipped to dealerships, Schienberg said.GM lost an undisclosed number of new Chevrolet Spark subcompact sedans that were at the port that had been shipped from South Korea, the company said.The losses could have been higher, said Jim Cain, a spokesman for GM, who said many dealers moved cars and trucks away from coastal areas ahead of the Sandy’s arrival.Jim Appleton, president of the New Jersey Coalition of Automotive Retailers, said auto dealers moved to higher ground when they could, having learned their lessons from Hurricane Irene which struck the state in 2011.	9.661774091
Elliott breaks 39-race drought with Richmond victoryBy Reid Spencer, NASCAR Wire ServiceDistributed by The Sports XchangeRICHMOND, Va. -- Reigning NASCAR XFINITY Series champion Chase Elliott was first off pit road under caution on Lap 218 of 250 and held the top spot the rest of the way in breaking a 39-race winless streak on Friday night at Richmond International Raceway.Elliott’s victory in the Virginia529 College Savings 250 trimmed his deficit to 21 points behind series leader Chris Buescher, who finished 10th. Elliott’s first victory of the season was also the first in 24 races for an XFINITY Series regular at RIR.“We always want to come and give our best shot and try to win,�� Elliott said. ��(Crew chief) Ernie (Cope) brought a great car, and the pit stops were phenomenal.“I’m just super excited to be back in Victory Lane.”Yes, Elliott won the event in the No. 9 JR Motorsports Chevrolet , leading a race-high 83 laps on the way to his first win at Richmond and the fourth of his career.Perhaps, the loudest noise, however, came from late model stock car star and Dale Earnhardt Jr. protege Josh Berry, who trumpeted his presence in his maiden XFINITY race at RIR with a seventh-place finish.During an 81-lap green-flag run from Lap 54 through Lap 134, Berry drove from seventh to second. In the latter half of the run, Berry trimmed a five-second deficit to Scott, the leader, to 2.6 seconds before Jeremy Clements�� wreck in Turn 2 slowed the action for the fourth cation of the race.Berry repeatedly lost positions on pit road, the last time because egress from his stall was blocked by the No. 6 Ford of Darrell Wallace Jr. He lost five positions under that sixth caution and restarted ninth on Lap 226 before recovering to finish seventh.“I need to do better on restarts, I need to do better on pit road, and I think we would have had a real shot at winning that race,�� said Berry, who is auditioning for potential partners in hopes of running a full XFINITY Series schedule for JR Motorsports next year. “I’m just so proud of this team. They brought a great car tonight.“I sure hope I helped (my cause) tonight. I’m just a short-track racer at heart, so tonight played into my favor.”Pole-sitter Kyle Busch came home second, 1.308 seconds behind Elliott. Brian Scott led 63 laps and finished third, followed by Joey Logano, Erik Jones, Regan Smith and Berry.“I wasn’t good enough all race long,�� said Busch, who led 78 laps, including the first 49, before Scott took a long stint at the front. “I don’t know where the long-run speed went.”NASCAR XFINITY Series Race - Virginia529 College Savings 250Richmond International RacewayRichmond, VirginiaFriday, September 11, 20151. (6) Chase Elliott, Chevrolet, 250, $54278.2. (1) Kyle Busch(i), Toyota, 250, $40826.3. (3) Brian Scott, Chevrolet, 250, $33048.4. (2) Joey Logano(i), Ford, 250, $24511.5. (7) Erik Jones(i), Toyota, 250, $29478.6. (4) Regan Smith, Chevrolet, 250, $27258.7. (5) Josh Berry, Chevrolet, 250, $26739.8. (9) Ty Dillon, Chevrolet, 250, $26497.9. (8) Austin Dillon(i), Chevrolet, 250, $20249.10. (13) Chris Buescher, Ford, 250, $29072.11. (16) Brennan Poole, Chevrolet, 250, $25946.12. (10) Daniel Suarez #, Toyota, 250, $26870.13. (14) Ryan Reed, Ford, 250, $25820.14. (32) Darrell Wallace Jr. #, Ford, 250, $25769.15. (19) Ross Chastain #, Chevrolet, 250, $26318.16. (11) Brendan Gaughan, Chevrolet, 249, $25642.17. (17) Ryan Sieg, Chevrolet, 249, $25567.18. (21) Landon Cassill, Chevrolet, 248, $25516.19. (20) Blake Koch, Toyota, 248, $25466.20. (33) JJ Yeley, Toyota, 248, $25915.21. (18) Dakoda Armstrong, Ford, 247, $25364.22. (22) Cale Conley #, Toyota, 247, $25233.23. (36) Harrison Rhodes #, Chevrolet, 247, $25147.24. (12) Elliott Sadler, Ford, 246, $25005.25. (34) Dylan Kwasniewski, Chevrolet, 245, $25105.26. (25) Eric McClure, Toyota, 243, $24854.27. (29) Joey Gase, Chevrolet, 243, $24803.28. (40) Josh Reaume #, Toyota, 242, $18652.29. (39) Mike Harmon, Dodge, 236, $18602.30. (28) John Wes Townley(i), Chevrolet, 234, $24800.31. (15) Ryan Truex, Ford, Accident, 216, $24445.32. (23) Hermie Sadler, Toyota, Electrical, 159, $24358.33. (37) Matt Waltz, Chevrolet, Electrical, 135, $18293.34. (27) Jeremy Clements, Chevrolet, Accident, 133, $24257.35. (35) Ryan Ellis(i), Chevrolet, Vibration, 56, $18184.36. (38) Carl Long, Dodge, Suspension, 38, $16431.37. (26) David Starr, Toyota, Accident, 16, $21431.38. (24) Benny Gordon, Toyota, Accident, 3, $14431.39. (30) Jimmy Weller, Chevrolet, Accident, 2, $19431.40. (31) Jeff Green, Toyota, Vibration, 2, $12431.Average Speed of Race Winner: 90.072 mph.Time of Race: 2 Hrs, 04 Mins, 54 Secs. Margin of Victory: 1.308 Seconds.Caution Flags: 6 for 48 laps.Lead Changes: 8 among 6 drivers.Lap Leaders: K. Busch(i) 1-49; R. Ellis(i) 50-51; K. Busch(i) 52-53; B. Scott 54; K. Busch(i) 55-81; B. Scott 82-143; R. Smith 144-163; R. Chastain # 164-167; C. Elliott 168-250.Leaders Summary (Driver, Times Lead, Laps Led): C. Elliott 1 time for 83 laps; K. Busch(i) 3 times for 78 laps; B. Scott 2 times for 63 laps; R. Smith 1 time for 20 laps; R. Chastain # 1 time for 4 laps; R. Ellis(i) 1 time for 2 laps.Top 10 in Points: C. Buescher - 908; C. Elliott - 887; T. Dillon - 881; R. Smith - 859; E. Sadler - 803; B. Scott - 797; D. Wallace Jr. # - 796; D. Suarez # - 791; B. Gaughan - 764; R. Reed - 683.	5.810055866
BEIJING, Sept 16 (Reuters) - China’s price regulator has summoned executives from Toyota Motor Corp over pricing policies and practices at the Japanese carmaker’s luxury Lexus brand, people with direct knowledge of the matter said.According to three China-based Toyota executives, the National Development and Reform Commission (NDRC) earlier this month summoned Beijing-based executives at Lexus for questioning.Two of the executives, who declined to be named because of the sensitivity of the subject, said the NDRC questioned the Lexus leaders about the brand’s spare and replacement parts policies, including pricing.Takanori Yokoi, a Beijing-based Toyota spokesman, declined to comment on the information provided by the sources, but said Toyota would cooperate with Chinese authorities if there was an investigation into anti-competitive matters.Officials at the NDRC could not be reached for comment.Last week, Hubei province’s price bureau said it would fine the sales unit of Volkswagen’s joint venture FAW-Volkswagen Automobile Co Ltd 249 million yuan ($40.6 million) for fixing Audi prices.NDRC’s Shanghai branch also said last week it would fine the China sales unit of Fiat’s Chrysler 32 million yuan for operating a price monopoly.Those penalties have raised the possibility of similar fines being levied against other global players such as Daimler’s &lt; Mercedes-Benz and Tata Motors Ltd’s Jaguar Land Rover, which are being probed for possible anti-competitive behaviour. (Reporting by Norihiko Shirouzu; Editing by Kazunori Takada and Edwina Gibbs)	-6.301556255
TOKYO (Reuters) - Shares in Toyota Motor Corp 7203.T climbed 1 percent to a two-week high of 5,675 yen on Thursday morning, outpacing the wider market, after it said on Wednesday it would buy back up to 1.89 percent of its shares for up to 360 billion yen ($3.52 billion).Tokyo's benchmark Nikkei .N225 was down 1.5 percent in early deals.Toyota shares were the most-traded on the main board.($1 = 102.3100 Japanese Yen)	-4.041943001
DETROIT (Reuters) - Honda Motor Co Ltd 7267.T said Monday it is setting up separate Honda and Acura divisions in the United States, with dedicated sales and marketing teams for each brand.The new U.S. structure is similar to those employed by Toyota Motor Co 7203.T with its Toyota and Lexus brands and Nissan Motor Co 7201.T with its Nissan and Infiniti brands.John Mendel will head a new American Honda Auto Division. Reporting to Mendel are Michael Accavitti, senior vice president and general manager of American Honda’s Acura Division, and Jeff Conrad, senior vice president and general manager of the company’s Honda Division.Previously, the company’s U.S. operations were organized by function rather than brand.	-8.06508981
April 11 (Reuters) - Toyota Racing have pulled out of next month’s Spa Francorchamps endurance race after damaging their only car in testing.The Japanese team’s TS030 HYBRID was involved in an accident while testing at Circuit Paul Ricard in Le Castellet, France last week.“Regrettably this damage is too severe to repair. A replacement monocoque cannot be produced and sufficiently tested to ensure reliability within the limited time available,�� a team statement said on Wednesday.“We are deeply saddened to announce this decision and our sympathies are with the drivers, team members and fans who have been anticipating the Spa race so eagerly,�� Toyota Racing Team president Yoshiaki Kinoshita said.“Since the accident we have looked into all options but unfortunately there is no alternative course of action open to us.”The team, including former Formula One drivers Alexander Wurz and Kazuki Nakajima, will now make their first appearance at the Le Mans 24 Hours in June.	-3.987471389
SYDNEY, Jan 16 (Reuters) - Sales of new motor vehicles in Australia rose in December to cap off the strongest year on record, a sign consumers are still ready to splash out on big ticket items even while penny pinching elsewhere.Figures from the Australian Bureau of Statistics out on Wednesday showed new vehicle sales rose 2.2 percent in December to a seasonally adjusted 98,264. That was also the highest monthly total on record and a hefty 17.9 percent higher than in December 2011.Sales of sports utility vehicles extended their barnstorming run with a rise of 5.8 percent in December to 26,502, an increase of 17 percent for the year.Sales of passenger vehicles rose 1.2 percent in December, while sales of other vehicles, including trucks, edged up by 0.2 percent.Industry data out earlier in the month showed new vehicle sales up 15.7 percent compared to December 2011.For December alone, Toyota retained first place on the sales ladder with 22.2 percent of the market. Mazda climbed to second spot with 10.0 percent, overtaking the Holden unit of General Motors with 9.1 percent.Hyundai moved up to fourth with 8.1 percent, while Ford dropped back a place with 8.0 percent.For all of 2012, Toyota again led with 19.6 percent of the market. Holden came second, but its share declined by over two percentage points to 10.3 percent. Mazda took third spot, while Ford fell two spots to fifth on the sales table.	8.410819949
(Adds total sales figures for Canada, results from Canadian arms of Ford, GM, Honda and Toyota)TORONTO, April 1 (Reuters) - Canadian auto sales inched just 0.2 percent higher in March from a year earlier, figures on Tuesday showed, but an independent auto industry analyst said the modest increase masked a solid performance during severe winter weather, especially in comparison with the record sales of March 2013.Canadian sales rose to 157,060 vehicles in March from 156,680 the year before, marking the second-best March on record, said Dennis DesRosiers of DesRosiers Automotive Consultants.“Being up by a sliver isn’t shooting the lights out, but when put in the context of a never-ending winter and strong year-ago sales, then current sales levels should be applauded rather than scorned,�� he wrote in a report.Truck sales climbed 5.1 percent to 90,851 vehicles from 86,475 last year, while car sales went in the opposite direction, falling 5.7 percent to 66,209 vehicles, the DesRosiers report said.“Perhaps the biggest ongoing dynamic is the strength in the light truck market,�� he wrote. That trend is also evident in year-to-date figures, with truck sales up 6.3 percent and auto sales down 6.2 percent.Demand for Detroit 3 branded vehicles slipped 1.1 percent in March to 68,661 vehicles, the report said, while sales of other makers were 1.3 percent higher at 88,399 vehicles.Chrysler Canada, a unit of Fiat Chrysler Automobiles , took the top sales spot, as strong demand for its trucks offset a slump in car sales.Car sales tumbled by 33.5 percent to 3,469 from 5,217, the company said. Truck sales climbed by 11.7 percent to 21,180 from 18,956. Chrysler Canada’s total sales for the month rose 2 percent to 24,649 from 24,173 in the same period last year.Year to date, Chrysler’s total sales were up 4.9 percent at 60,869 vehicles, with truck sales 10.8 percent higher and car sales down 21.4 percent. The company said the results marked its best first quarter and March sales since 2000.Total March sales at Ford Motor Co of Canada fell 10.7 percent to 22,390 vehicles from 25,082, DesRosiers�� data showed. Ford had not yet issued its own figures late on Tuesday afternoon.General Motors Canada, which was also expected to release its data on Tuesday afternoon, had a 7.8 percent jump in sales, DesRosiers�� report said. Total sales increased to 21,790 vehicles, from 20,218 in the same period last year.Toyota Canada Inc said its March sales rose 6.8 percent to 17,397 cars and trucks, lifting first quarter sales 6.2 percent above the same period last year.The results included March records for the 2014 Toyota Highlander and Toyota Tundra, the company said.Sales of Toyota-branded vehicles rose 5.9 percent in March, to 15,509, while Lexus brand sales soared 30.5 percent to a record 1,594. The company said it sold 294 Scion vehicles.Workers at Toyota Canada are expected to vote next week on whether to join Canada’s largest private-sector union, Unifor. The results will not be known until later in April.Honda Canada Inc reported a 6 percent rise in March sales to 15,292 vehicles. Sales of Honda brands rose 5.4 percent to 13,454 and Acura brand sales climbed 6.4 percent to 1,838.Year-to-date sales in the Honda division were up 8.7 percent to 28,099 vehicles, the company said, while sales in the Acura unit were 0.9 percent higher at 3,721 vehicles.In the United States, auto sales inched up more than expected in March after two months in which weather reduced demand, and at least two auto industry executives said a more robust sales rebound could come in April.Ford reported a 3 percent rise in U.S. sales; Toyota a 5 percent gain, and Chrysler Group, a 13 percent increase from a year earlier. (Reporting by Susan Taylor; Editing by Jeffrey Benkoe; and Peter Galloway)	-3.094146685
